post_id,date,title,body,reply,user_name,user_date_joined,user_num_posts,user_reason_joined,user_diagnosis,user_country,user_state,user_city,url
49555,2021-11-16 00:00:00,Help ?….,We ended up taking my dad to the urgent care. They suspect its his prostate. They catheterized him and he has a huge relief. Cath is in until he can get an appt with the urologist. (which that's a whole other issue),True,Jdeanda,2021-07-30 00:00:00,22,CALS,2021-07-01 00:00:00,US,TX,corpus christi,https://www.alsforums.com/community/threads/help.49555/
49555,2021-11-16 00:00:00,Help ?….,I'm so glad you are getting this sorted - having ALS doesn't stop a person from developing any other medical issues and we often look for an ALS reason for everything because that is what's in our face.,True,affected,2013-04-26 00:00:00,14022,Lost a loved one,2013-05-01 00:00:00,OZ,AU,lala land,https://www.alsforums.com/community/threads/help.49555/
49555,2021-11-16 00:00:00,Help ?….,Yes it definitely feels like everything is related but i know its not. I had to reassure my dad also that what they think he has is BPH and its common. However we did notice that he is also looking a little yellow. We have no idea why but we both noticed it. Just another piece to this puzzle.,True,Jdeanda,2021-07-30 00:00:00,22,CALS,2021-07-01 00:00:00,US,TX,corpus christi,https://www.alsforums.com/community/threads/help.49555/
49555,2021-11-16 00:00:00,Help ?….,Did they do a blood chemistry panel? Is he on riluzole or other meds that are metabolized in the liver?,True,Nikki J,2012-03-22 00:00:00,11246,PALS,2014-04-01 00:00:00,US,MA,Boston,https://www.alsforums.com/community/threads/help.49555/
49555,2021-11-19 00:00:00,Help ?….,I do not know when they last did blood work on him. He saw an urologist on Wednesday and his prostate was super inflamed the dr couldn't exam it. So he put him on some meds and has to keep the cath and next week will have some sort of procedure done to see what is going on. This dr was intrigued with my dads dx. He has never treated someone with ALS&gt; So he doesn't know if it could be related. He is for sure taking riluzole .,True,Jdeanda,2021-07-30 00:00:00,22,CALS,2021-07-01 00:00:00,US,TX,corpus christi,https://www.alsforums.com/community/threads/help.49555/
49492,2021-11-02 00:00:00,Preventing bed sores transfers and breathing issues while lying down,Does your dad have a hospital bed? Does he use a BiPAP? He should not have to sit up to breathe. And if he needs a Hoyer for assisted transfers he probably shouldn't be doing unassisted transfers -- remember the idea is not to use up unrenewable energy in routine activity like transfers but to save it for things that are more enjoyable.  I'm sorry why is he not transferring to a wheelchair or lift chair? A regular chair does sound very uncomfortable.   Best Laurie,True,lgelb,2009-11-05 00:00:00,10734,Lost a loved one,00/0000,US,WA,Seattle,https://www.alsforums.com/community/threads/preventing-bed-sores-transfers-and-breathing-issues-while-lying-down.49492/
49492,2021-11-02 00:00:00,Preventing bed sores transfers and breathing issues while lying down,An alternating air mattress on a hospital bed and a rehab wheel chair with an air cushion are important! He should not be sitting in a hard chair and eventually he will need a rehab chair that reclines in order to take pressure off his tailbone. Once the pressure sores started we used special pads and diaper cream. It's essential that you keep the area clean and dry and change pressure points routinely (tilting the seat of the rehab chair 45 minutes out of every hour for instance).  As Laurie mentioned a Bipap is needed to help with breathing. Is your dad seen at an ALS clinic? They should be able to assist you with the appropriate equipment.,True,Nuts,2014-02-23 00:00:00,2576,Lost a loved one,2014-01-01 00:00:00,US,NC,Littleton,https://www.alsforums.com/community/threads/preventing-bed-sores-transfers-and-breathing-issues-while-lying-down.49492/
49492,2021-11-02 00:00:00,Preventing bed sores transfers and breathing issues while lying down,Preventing bedsores is much more important than it may seem.  I had bedsores on my heels and it was very unpleasant and required a long time to heal. Don't underestimate how they may impact your dad's life and how difficult they may be to heal. Prevention is everything!  I use a hospital bed with a sophisticated air mattress (designed for the hospital bed) that automatically adjusts the inflation level to reduce the likelihood of bedsores. Since I have been using it I have not had bedsores recur.  I also use a Roho air cushion as the seat in my wheelchairs. They are much more comfortable than foam and do a better job of reducing the likelihood of getting bedsores.  I would not be able to lie flat whether on my back or on either side if I did not use a bipap. I am less affected if I am on my side than if I am on my back though.  If your father cannot breathe adequately it is time to seriously consider a bipap. He does not need to use the bipap all the time only when he is sleeping. I resisted using a bipap for a long time - much too long really. I now find the bipap brings great relief and I have gone from not liking it to liking it a LOT.  Steve,True,swalker,2014-12-11 00:00:00,1400,DX MND,2014-07-01 00:00:00,US,CO,Vail,https://www.alsforums.com/community/threads/preventing-bed-sores-transfers-and-breathing-issues-while-lying-down.49492/
49492,2021-11-17 00:00:00,Preventing bed sores transfers and breathing issues while lying down,Hi everyone thank you for the advice. It's hard to find time to come on the forums and respond. I forgot to mention that my dad does use a bipap and he also does have the air mattress that goes on top of the hospital bed. I've taken your advice and convinced my dad to try to take some naps by lying down more and also turning to one side to give on side of his butt some rest and it seems to work well because he realized that he can still breathe with the bipap. I think he was afraid to try to lie down. However he is concerned that he can't sit up to pee and will end up waking someone. Currently if he is sleeping while sitting up he can still use his urinal on his own.  As for sitting I will have to think about using the hoyer lift to get him down. For now though I think he prefers to slide from the bed to the chair and at least maintain some independence while he is still able to move himself a little. We do have a roho cushion for the chair but for some reason he likes using a donut shaped cushion. I did consider everyone's advice and I know that we might have to consider a lift chair or rehab chair in the future. The main reason he slides to the chair is so that he can slide onto the commode and back. After a couple of hours we hoyer lift him back to bed.,True,Adviceseeker1,2021-05-15 00:00:00,12,CALS,2021-02-01 00:00:00,US,,,https://www.alsforums.com/community/threads/preventing-bed-sores-transfers-and-breathing-issues-while-lying-down.49492/
49492,2021-11-17 00:00:00,Preventing bed sores transfers and breathing issues while lying down,We kind of slow transitioned to the hoyer and at first I would use it to get Chris into bed but do a standing transfer to get him out. There is no reason not to use combinations that work. Would he consider a condom catheter while he is sleeping at night so he doesn't have to worry about urinating?  It sounds like you are doing a great job. I always felt like I was just bumbling along from one solution to the next change. In hindsight I managed things pretty darn well. It doesn't always feel that way in the middle of the fray.,True,affected,2013-04-26 00:00:00,14022,Lost a loved one,2013-05-01 00:00:00,OZ,AU,lala land,https://www.alsforums.com/community/threads/preventing-bed-sores-transfers-and-breathing-issues-while-lying-down.49492/
49492,2021-11-21 00:00:00,Preventing bed sores transfers and breathing issues while lying down,@affected :  Yes I think you're right about using combinations for now. But I also do understand what everyone else meant about using a hoyer primarily because of safety and energy. It's good to know there are options on what to do next. Also thank you for the advice about the catheter. I don't know if it's needed yet but that's something I could probably ask the doctor about. But I also need to ask if his urinating schedule is normal or something that is concerning.  I've still tried to get him to try sleeping on his side like he used to do but he tells me that his leg feels numb after a while. I think we will have to keep trying different or slightly different sleep positions because he still complains about leg and butt skin irritation at night.  I feel the same way. I think we just have to find solutions as the issues come up. My dad is pretty good about finding his own solutions (but sometimes its tiring because we always have to do exactly how he wants it). But overall its going okay so far. And in hindsight there are things I wish we knew earlier and also things that I think we did do a pretty good job on too.,True,Adviceseeker1,2021-05-15 00:00:00,12,CALS,2021-02-01 00:00:00,US,,,https://www.alsforums.com/community/threads/preventing-bed-sores-transfers-and-breathing-issues-while-lying-down.49492/
49678,2021-12-09 00:00:00,Dad refusing to see more doctors,I would strongly encourage dad to see his regular doctor and discuss his wishes and he can be referred to hospice. At the end of the day it is his choice and I think we all know what we can cope with. A trusted doctor he knows (the clinic may have been overwhelming for him) and hospice who deal with end of life options all the time may really help him put perspective on what he can make best choices on. I would let him know he is loved and that you will advocate for his choices and want him to make the most informed choices.  I'm so sorry none of us can imagine what our PALS are truly going through and breathing losses must be terrifying.,True,affected,2013-04-26 00:00:00,14022,Lost a loved one,2013-05-01 00:00:00,OZ,AU,lala land,https://www.alsforums.com/community/threads/dad-refusing-to-see-more-doctors.49678/
49678,2021-12-09 00:00:00,Dad refusing to see more doctors,I know he has a BiPAP -- is he still not using it much? That should address SOB which could be feeding his depression and hopelessness. It's hard to look ahead if you feel smothered (retaining CO2) or hungry for more air.  Of course it's totally his choice not to see more docs. My husband stopped going to clinic nearly 2y before his death and he's not the only one. But I would really try to get him on the BiPAP more even as a comfort measure. If it takes a new mask new settings (lmk if I can help) or encouragement it is probably worth it if he wants to go on even for a short time.  Hospice and/or starting codeine or morphine should be his choices as well. You don't need to be on hospice (and not all agencies are created equal) or go to clinic to either fast forward to the end and wait for nature or give nature a little help if/as that provides the most comfort. Any doc including his PCP can write these drugs. Let us know what kind of support you need.  Best Laurie,True,lgelb,2009-11-05 00:00:00,10734,Lost a loved one,00/0000,US,WA,Seattle,https://www.alsforums.com/community/threads/dad-refusing-to-see-more-doctors.49678/
49678,2021-12-11 00:00:00,Dad refusing to see more doctors,My PALS has told me he doesn't want to go to clinic any longer they can't do anything for him. We've used his PCP for various needs and they've sent a visiting nurse as he is basically homebound now.  It's my understanding that morphine can help with SOB if your dad doesn't want to use the bipap. We were referred to palliative care a while ago and I asked them for a prescription. It sounds like your dad has a more rapid progression than my PALS so perhaps hospice is an option but if he is reluctant to call hospice palliative care could be an option. Their role is to help with comfort.,True,vltsra,2015-11-12 00:00:00,580,CALS,2015-11-01 00:00:00,US,CA,San Diego,https://www.alsforums.com/community/threads/dad-refusing-to-see-more-doctors.49678/
49678,2021-12-13 00:00:00,Dad refusing to see more doctors,I had to jump in here as my brother after 2 trips to clinic (2 hours away) firmly decided he didn’t want to go again. First off the ride was long (2 hours each way) and uncomfortable and second he said “ I don’t need anyone to tell me my progression. I know exactly what’s happening”. He saw others more advanced than he at the time and it terrified him. He never did a feeding tube or bi-pap. He decided to let nature take its course. I will say though that he would have never gotten through the air hunger without the morphine and even with at times things got pretty scary. We as CALS have to respect their wishes even if we ourselves wish their choice were different. I (in my mind) selfishly just wanted him for as long as I could have him no matter what. I wish you luck in this journey. You are so in the right place here. The people here are my heroes and mean the world to me.,True,Jlynn,2016-03-16 00:00:00,414,Lost a loved one,2015-12-01 00:00:00,US,NH,Wolfeboro,https://www.alsforums.com/community/threads/dad-refusing-to-see-more-doctors.49678/
49678,2021-12-13 00:00:00,Dad refusing to see more doctors,We also only went to clinic twice - first for diagnosis. Also for us it was quite a trip and we found it worked better for us to use local health professionals for the assistance we needed when we needed it. There are no right or wrong paths with this disease. How are you and dad doing now  @Jdeanda  ?,True,affected,2013-04-26 00:00:00,14022,Lost a loved one,2013-05-01 00:00:00,OZ,AU,lala land,https://www.alsforums.com/community/threads/dad-refusing-to-see-more-doctors.49678/
49303,2021-10-01 00:00:00,New Caregiver,Hi this is my first post and im sure not my last. My dad was dx back in July with ALS and confirmed again on Monday. He is 71 yrs old and he has lost so much weight and his speech is rapidly getting worse. My dad has always been the caretaker and it is hitting us real hard. hes been super emotionally lately. I just wanted to hop on here and get some tips especially since my dad is very old school and doesnt even know how to text. He still has a flip phone!,False,Jdeanda,2021-07-30 00:00:00,22,CALS,2021-07-01 00:00:00,US,TX,corpus christi,https://www.alsforums.com/community/threads/new-caregiver.49303/
49561,2021-11-14 00:00:00,Hydration nutrition and bowel/urinary incontinence,I find myself trying to balance getting the nutrition and water requirements satisfied while dealing with my wife's bowel incontinence by myself. The Hoyer doesn't help because I can't get the brief off. I have a shower chair that mostly works to get her briefs off but it is a struggle. Worse when they have been used. I finally went to using an inspection mirror to help with wiping because I'd start to lift her off the shower chair and find that we had missed a spot. When she was in the hospital they just used chucks at night and moved her to a bedside commode if she was able to request toileting. Not a solution for being outside the house. Possibly a solution for when she is in her powerchair at home? Right now if I have to change her alone I transfer her from the wheelchair to the shower chair clean her up transfer her from the shower chair to the bed to get her dressed and then back to the wheelchair. It's doable once a day but hard when it gets to be 4x a day.  What's the right tradeoff?,False,JohnHMich,2020-02-17 00:00:00,45,CALS,2020-04-01 00:00:00,US,MI,Ann Arbor,https://www.alsforums.com/community/threads/hydration-nutrition-and-bowel-urinary-incontinence.49561/
49555,2021-11-20 00:00:00,Help ?….,If he is jaundiced he needs to have blood work checked. It sounds like he needs bloodwork because of his other symptoms too Since he was only diagnosed in July I assume the riluzole is new since then. When you start you need liver blood test before and frequently for the first months. I think I had 1 month  3 month and 6 months check but it might have been once a month for 3 months. If you are going to have a liver riluzole issue it usually happens early. I am now on yearly checks,True,Nikki J,2012-03-22 00:00:00,11246,PALS,2014-04-01 00:00:00,US,MA,Boston,https://www.alsforums.com/community/threads/help.49555/
49508,2021-11-05 00:00:00,Six years in,It's been six years since my husband was diagnosed with ALS. We are told he is LMN dominant so his progression has been slow. Because he worked with his hands he noticed difficulties right away and was diagnosed very quickly.  The first 3 years were not bad and I look at them as a blessing. We were able to do some wonderful things together including a trip to Greece which he loved. I'm thankful that we had that time together.  His ALSFRS is in the single digits now. He is on bipap 24/7 and 100% tube fed. He is now largely bedridden. The bedsore is gone now (Jim I can't thank you enough) but he is sleeping a lot (except at night when he awakens me to do various things). He just got a head controller for his power chair but at this point I'm not sure how much he will use it.   Trying to take one day at a time here. We have a caregiver so I'm still able to cycle and paint which keeps me going. It's hard watching him slowly get weaker.   V,False,vltsra,2015-11-12 00:00:00,580,CALS,2015-11-01 00:00:00,US,CA,San Diego,https://www.alsforums.com/community/threads/six-years-in.49508/
49678,2021-12-14 00:00:00,Dad refusing to see more doctors,Unfortunately I don't have any good news to report. On Thursday evening my dad was severely SOB. We called the ambulance to take him in. His blood pressure was severely low also. He was put into ICU where it was found that he developed an infection that spread into his blood stream and caused home to become septic. They put a central line in to pump antibiotics. On Friday he wanted to leave. He was so uncomfortable and kept asking to please let him die. We talked him into staying one more night because the infection was so severe and he needed those antibiotics. We brought him on Saturday with hospice care. Before that his blood pressure was starting to normalize and the infection was taking well to the antibiotics. But now we are just crushing them and giving him through PEG tube. Saturday he was really angry because now he lost his ability to talk completely he can't walk he can't hold his head up and is losing ability in his hands. The only thing he keeps on writing is to let him die. That he loves us but he doesn't want to be this way. Hospice came over and left us morphine lorazepam and some other meds. His back his hurting a lot. We decided to give him a small dose of morphine to start out with. Right now his feet are super cold and purple. He does have a DNR in place. We just don't know what to do or is what we are doing right?,True,Jdeanda,2021-07-30 00:00:00,22,CALS,2021-07-01 00:00:00,US,TX,corpus christi,https://www.alsforums.com/community/threads/dad-refusing-to-see-more-doctors.49678/
49678,2021-12-14 00:00:00,Dad refusing to see more doctors,I am sorry. I know this is excruciatingly painful. You are doing the right thing to follow his wishes and to try to alleviate suffering. I think as well as ALS he has pancreatic cancer? It may well take more than a small dose of morphine to relieve his discomfort. Remember that treating his pain and suffering is his wish and probably the last gift you can give. Please lean on hospice for support. They have walked this path with others before,True,Nikki J,2012-03-22 00:00:00,11246,PALS,2014-04-01 00:00:00,US,MA,Boston,https://www.alsforums.com/community/threads/dad-refusing-to-see-more-doctors.49678/
49678,2021-12-14 00:00:00,Dad refusing to see more doctors,I'm so sorry. I would definitely lean heavily on hospice. My palliative care team were so supportive of me as I took my husband through his final days at home. We used lots of morphine and it was very peaceful. If you work closely with them you can make your fathers end a lot more comfortable as he now has a serious acute condition as well. Don't worry about cold purple feet just keep them really warm his breathing is very poor so that is the cause.  Giving him as much pain relief now emotional and physical is really your biggest priority.,True,affected,2013-04-26 00:00:00,14022,Lost a loved one,2013-05-01 00:00:00,OZ,AU,lala land,https://www.alsforums.com/community/threads/dad-refusing-to-see-more-doctors.49678/
49678,2021-12-14 00:00:00,Dad refusing to see more doctors,I agree -- this is no time to measure morphine. It's about him. He has made his wishes clear and understandably. Try to look inside yourself and find a way to accept them talk to him make your peace and then in full awareness of the great gift that you are able to give let/help him go. Long goodbyes have nothing to recommend them but a peaceful death with dignity will sustain you past your loss the whole way through and enable his memory to be about the joys you shared. You can do this for him and ultimately also for yourself.  Best Laurie,True,lgelb,2009-11-05 00:00:00,10734,Lost a loved one,00/0000,US,WA,Seattle,https://www.alsforums.com/community/threads/dad-refusing-to-see-more-doctors.49678/
49678,2021-12-17 00:00:00,Dad refusing to see more doctors,Memorial thread is  here .,True,lgelb,2009-11-05 00:00:00,10734,Lost a loved one,00/0000,US,WA,Seattle,https://www.alsforums.com/community/threads/dad-refusing-to-see-more-doctors.49678/
49303,2021-10-01 00:00:00,New Caregiver,sorry to see you join us and truly sorry about this diagnosis for your dad. Losing weight really speeds up progression maybe you can start with finding ways to increase the calories he takes in and he has probably been advised to get a feeding tube into his stomach now. You might find this post helpful and ask any specific questions you have too         Resource - Anticipatory planning - trying to stay a step ahead   ALS generally has 3 main ‘starting’ points in the body so some of the anticipatory planning will revolve around what parts of the body are most likely or obviously failing first. These are – bulbar onset that starts with speech and swallowing arm and leg onset. One of the biggest issues we...     www.alsforums.com,True,affected,2013-04-26 00:00:00,14022,Lost a loved one,2013-05-01 00:00:00,OZ,AU,lala land,https://www.alsforums.com/community/threads/new-caregiver.49303/
49303,2021-10-01 00:00:00,New Caregiver,Sorry to welcome you here. But the people are so helpful and supportive on this forum so I'm glad you found us!,True,rmt,2019-09-18 00:00:00,179,CALS,2019-07-01 00:00:00,US,WA,Seattle,https://www.alsforums.com/community/threads/new-caregiver.49303/
49303,2021-10-01 00:00:00,New Caregiver,"I too am sorry to welcome you. But we will support however we can.  Being super emotional may be ""emotional lability"" which happens to some PALS. You might talk to him and his doc about a drug called Nuedexta that addresses that problem and in some people may help speech a bit.  While working on the feeding tube if that's what he wants a high-speed blender can help make smooth foods out of what would normally be harder to eat. Eggs nut butters cream ice cream soft meats mashed potatoes canned fruits except for pineapple etc. are all potential ingredients and that kind of a mixture can also go down a feeding tube if he gets one.  If he can type he can text. An iPad with a cellular option as opposed to a phone keyboard size might be easier.  Best Laurie",True,lgelb,2009-11-05 00:00:00,10734,Lost a loved one,00/0000,US,WA,Seattle,https://www.alsforums.com/community/threads/new-caregiver.49303/
49303,2021-10-01 00:00:00,New Caregiver,We also have a resource section that is worth checking but don't feel you have to work out everything in a day. Knowing this section is there means you can address things as you feel you need to or are ready to.         Resources        www.alsforums.com,True,affected,2013-04-26 00:00:00,14022,Lost a loved one,2013-05-01 00:00:00,OZ,AU,lala land,https://www.alsforums.com/community/threads/new-caregiver.49303/
49303,2021-10-01 00:00:00,New Caregiver,Sorry to welcome you here but you have found a great forum. The people here have helped me and my PALS tremendously.,True,Mary2,2021-05-01 00:00:00,152,CALS,2021-04-01 00:00:00,US,GA,,https://www.alsforums.com/community/threads/new-caregiver.49303/
49303,2021-10-04 00:00:00,New Caregiver,I too am glad you found this forum. I was also having the problem with emotions and Nudexta was helpful immediately! It is a very expensive drug thoughover $1000 butwith the use of the free app Good Rx I pay $30. My peg tube helped me to rapidly regain the weight I lost. Medicare and my supplemental insurance totally covers the cost of the nutritional formula and supplies. And has made feeding a lot less stressful.,True,Lancasterlanie,2020-12-08 00:00:00,8,PALS,2019-11-01 00:00:00,US,CA,LANCASTER,https://www.alsforums.com/community/threads/new-caregiver.49303/
49561,2021-11-14 00:00:00,Hydration nutrition and bowel/urinary incontinence,It is less dignified but I would consider staying in the sling for toileting and cleanup after to take less time overall. Nutrition and hydration do not trade off as well.,True,lgelb,2009-11-05 00:00:00,10734,Lost a loved one,00/0000,US,WA,Seattle,https://www.alsforums.com/community/threads/hydration-nutrition-and-bowel-urinary-incontinence.49561/
49561,2021-11-14 00:00:00,Hydration nutrition and bowel/urinary incontinence,I'm not sure how you have all that equipment when you are not at home hoists and shower chairs etc Would an adult diaper be worth trying when not at home?  Definitely not good to consider trade offs by reducing nutrition or hydration.,True,affected,2013-04-26 00:00:00,14022,Lost a loved one,2013-05-01 00:00:00,OZ,AU,lala land,https://www.alsforums.com/community/threads/hydration-nutrition-and-bowel-urinary-incontinence.49561/
49561,2021-11-15 00:00:00,Hydration nutrition and bowel/urinary incontinence,If you switch from briefs to having her go commando with a chuck on the chair seat tolieting will be much easier. She can either switch to wearing skirts or you can adapt a pair of pants. The simplest way is to open the back seam of sweatpants from the crotch to back waistband. If you search on adaptive pants you'll see some more elegant options. Absolutely have her remain in the sling (split leg) that way you can clean her up after you lift her up off the toilet. With this set up you can either transfer her to the toilet (still in the sling) or lift her from the chair or bed and place a bucket under her. It'll be an adjustment for her but I can't imagine doing it any other way. Absolutely don't limit nutrition or water or you will have a host of other problems that you don't want to deal with.   I adapted sweat pants for my husband and no one ever knew that he was sitting on his bare butt (well except the OT who reached under him to check the inflation on the seat cushion--boy did she get a surprise). If your wife is too modest for that a light lap blanket will provide more privacy.,True,Nuts,2014-02-23 00:00:00,2576,Lost a loved one,2014-01-01 00:00:00,US,NC,Littleton,https://www.alsforums.com/community/threads/hydration-nutrition-and-bowel-urinary-incontinence.49561/
49561,2021-12-06 00:00:00,Hydration nutrition and bowel/urinary incontinence,After some struggle three bits of good news. First we got her started with a Purewick catheter. That is working out very well. That means her hydration level can be in the recommended range. And it means fewer trips to the toilet. Basically once in the morning for a BM. Then on the wick until bedtime. I got a purewick with a battery so we were able to do dinner and a concert before turning into a pumpkin last night.,True,JohnHMich,2020-02-17 00:00:00,45,CALS,2020-04-01 00:00:00,US,MI,Ann Arbor,https://www.alsforums.com/community/threads/hydration-nutrition-and-bowel-urinary-incontinence.49561/
49561,2021-12-06 00:00:00,Hydration nutrition and bowel/urinary incontinence,That is such great news! I didn't even know about these so it is great to know you could go out and enjoy an evening this way.,True,affected,2013-04-26 00:00:00,14022,Lost a loved one,2013-05-01 00:00:00,OZ,AU,lala land,https://www.alsforums.com/community/threads/hydration-nutrition-and-bowel-urinary-incontinence.49561/
49561,2021-12-09 00:00:00,Hydration nutrition and bowel/urinary incontinence,JohnHMich said:    After some struggle three bits of good news. First we got her started with a Purewick catheter. That is working out very well.   Click to expand...     Got a Purewick for my PALS as well. She used one during a hospital stay a couple of weeks ago and I was very impressed. She's used it 3 or 4 days now and no more getting up 2 to 3 times a night to pee! Not only does it help me get some rest it also has greatly reduced the hazards of getting her out of bed with the aid of a gait belt.  Her right leg is paralyzed as is her right arm. Her left arm is now getting weak. Trying to get her from the bed to a wheelchair and back with only a gait belt is getting scary. The Purewick has helped me cut out a few daily hazardous transfers.,True,KarstBoy,2021-04-10 00:00:00,47,CALS,2021-04-01 00:00:00,US,,,https://www.alsforums.com/community/threads/hydration-nutrition-and-bowel-urinary-incontinence.49561/
